ProvisionalIdentityKey,CanonicalMatchKey,LookupMatchKey,DisplayWord,ThirdPartyTargetSense,SourceMatchKeys,SourceOccurrenceCount,LearnerAdmitted,KloseCandidateClass,KloseCandidateCount,KloseCandidateNoteIDs,KloseCandidateSenses,PremergeStatus,MergeAuthorized
candidate:spider,spider,spider,spider,蜘蛛,spider,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spiderman,spiderman,spiderman,Spiderman,蜘蛛侠,spiderman,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spit,spit,spit,spit,吐痰；吐口水,spit,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spoon,spoon,spoon,spoon,勺子；匙,spoon,5,yes,exact-single,1,KV000897,勺；匙；调羹,pending-sense-confirmation,no
candidate:sport,sport,sport,sport,运动；体育运动,sport|sports,15,yes,exact-single,1,KV000818,体育运动,pending-sense-confirmation,no
candidate:sport-lover,sport-lover,sport-lover,sport-lover,体育爱好者,sport-lover,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sports centre,sports centre,sports centre,sports centre,体育中心,sports centre,1,yes,exact-single,1,KV000460,体育中心,pending-sense-confirmation,no
candidate:sports day,sports day,sports day,Sports Day,学校运动会；运动日,sports day,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sports meet,sports meet,sports meet,sports meet,运动会,sports meet,1,yes,exact-single,1,KV000998,运动会,pending-sense-confirmation,no
candidate:sports meeting,sports meeting,sports meeting,sports meeting,运动会,sports meeting,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sports shoes,sports shoes,sports shoes,sports shoes,运动鞋,sports shoes,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sports star,sports star,sports star,sports star,体育明星；运动明星,sports star,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spread,spread,spread,spread,涂；抹；铺开,spread,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spring,spring,spring,spring,春天；春季,spring,20,yes,exact-single,1,KV000169,春天,pending-sense-confirmation,no
candidate:spring festival,spring festival,spring festival,Spring Festival,春节,spring festival,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:spring outing,spring outing,spring outing,spring outing,春游,spring outing,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:squirrel,squirrel,squirrel,squirrel,松鼠,squirrel,4,yes,exact-single,1,KV000794,松鼠,pending-sense-confirmation,no
candidate:stadium,stadium,stadium,stadium,体育场；运动场,stadium,1,yes,exact-single,1,KV000778,体育场,pending-sense-confirmation,no
candidate:stage,stage,stage,stage,舞台,stage,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stair,stair,stair,stair,（楼梯的）一级；梯级,stair,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stairs,stairs,stairs,stairs,楼梯,stairs,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stall,stall,stall,stall,摊位；货摊,stall,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stamp,stamp,stamp,stamp,邮票,stamp,9,yes,exact-single,1,KV000495,邮票,pending-sense-confirmation,no
candidate:stand,stand,stand,stand,站；站立,stand,11,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stand in line,stand in line,stand in line,stand in line,排队；站成一排,stand in line,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:star,star,star,star,星；星星,star,22,yes,exact-multiple,2,KV000471|KV000913,星星|歌唱（或表演）明星,pending-multi-candidate-review,no
candidate:starfish,starfish,starfish,starfish,海星,starfish,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:start,start,start,start,开始；出发,start,13,yes,exact-single,1,KV000926,开始,pending-sense-confirmation,no
candidate:starter,starter,starter,starter,开胃菜；第一道菜,starter,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:station,station,station,station,车站,station,7,yes,exact-single,1,KV000467,车站,pending-sense-confirmation,no
candidate:stay,stay,stay,stay,停留；待,stay|stayed,21,yes,exact-single,1,KV000470,停留；待,pending-sense-confirmation,no
candidate:stay at home,stay at home,stay at home,stay at home,待在家里；留在家中,stay at home|stayed at home,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:steady,steady,steady,steady,稳定的；平稳的,steady,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:steak,steak,steak,steak,牛排；肉排,steak,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:steam,steam,steam,steam,蒸；蒸汽,steam,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:step,step,step,step,步；脚步,step,2,yes,exact-single,1,KV000364,步；台阶,pending-sense-confirmation,no
candidate:stick,stick,stick,stick,粘；贴；粘住,stick,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sticker,sticker,sticker,sticker,贴纸；贴画,sticker,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:still,still,still,still,仍然；还是,still,10,yes,exact-single,1,KV001018,仍然；依旧；还是,pending-sense-confirmation,no
candidate:stitch,stitch,stitch,stitch,缝；缝针,stitch,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stocking,stocking,stocking,stocking,长袜；圣诞袜,stocking,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stomach,stomach,stomach,stomach,胃；肚子,stomach,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stomach ache,stomach ache,stomach ache,stomach ache,胃痛；肚子痛,stomach ache,3,yes,orthographic-single,1,KV000585,胃痛；肚子痛,pending-orthographic-review,no
candidate:stomachache,stomachache,stomachache,stomachache,胃痛；肚子痛,stomachache,5,yes,exact-single,1,KV000585,胃痛；肚子痛,pending-sense-confirmation,no
candidate:stone,stone,stone,stone,石头,stone,3,yes,exact-single,1,KV000694,石头；石料,pending-sense-confirmation,no
candidate:stop,stop,stop,stop,停止；停下,stop,19,yes,exact-single,1,KV000420,停；停止,pending-sense-confirmation,no
candidate:store,store,store,store,商店,store,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:storm,storm,storm,storm,暴风雨；风暴,storm,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stormy,stormy,stormy,stormy,有暴风雨的；暴风雨的,stormy,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:story,story,story,story,故事,stories|story,16,yes,exact-single,1,KV000750,故事,pending-sense-confirmation,no
candidate:story book,story book,story book,story book,故事书,story book,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:storybook,storybook,storybook,storybook,故事书,storybook,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:straight,straight,straight,straight,直；笔直地,straight,9,yes,exact-single,1,KV000537,直的,pending-sense-confirmation,no
candidate:strange,strange,strange,strange,奇怪的；陌生的,strange,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stranger,stranger,stranger,stranger,陌生人,stranger,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:strawberry,strawberry,strawberry,strawberry,草莓,strawberry,8,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stream,stream,stream,stream,溪流；小河,stream,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:street,street,street,street,街道,street,22,yes,exact-single,1,KV000421,街道,pending-sense-confirmation,no
candidate:street cleaner,street cleaner,street cleaner,street cleaner,街道清洁工；清洁工,street cleaner,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:street sweeper,street sweeper,street sweeper,street sweeper,扫街车；道路清扫车,street sweeper,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stretch,stretch,stretch,stretch,伸展；拉伸,stretch,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:strict,strict,strict,strict,严格的；严厉的,strict,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:strike,strike,strike,strike,（钟）敲响；报时,strike,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:string,string,string,string,"线,弦,细绳",string,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:string bean,string bean,string bean,string bean,菜豆；四季豆,string bean,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:strip,strip,strip,strip,条；带,strip,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:strong,strong,strong,strong,强壮的；强的,strong|stronger,19,yes,exact-single,1,KV000809,强壮的,pending-sense-confirmation,no
candidate:strongly,strongly,strongly,strongly,强劲地；强烈地,strongly,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:stuck,stuck,stuck,stuck,卡住的；陷住的,stuck,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:student,student,student,student,学生,student,11,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:study,study,study,study,学习；读书,studied|studies|study|studying,27,yes,exact-single,1,KV000340,书房；学习,pending-sense-confirmation,no
candidate:stupid,stupid,stupid,stupid,愚蠢的；笨的,stupid,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:style,style,style,style,款式；样式,style,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:subject,subject,subject,subject,学科；科目,subject,20,yes,exact-single,1,KV000590,学科；科目,pending-sense-confirmation,no
candidate:subway,subway,subway,subway,地铁,subway,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:successful,successful,successful,successful,成功的,successful,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:such,such,such,such,这样的；如此的,such,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:suddenly,suddenly,suddenly,suddenly,突然地；忽然,suddenly,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sugar,sugar,sugar,sugar,糖；食糖,sugar,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:suggestion,suggestion,suggestion,suggestion,建议,suggestion,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:suitcase,suitcase,suitcase,suitcase,手提箱；行李箱,suitcase,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:summary,summary,summary,summary,总结；摘要,summary,1,yes,exact-single,1,KV000232,总结；概要,pending-sense-confirmation,no
candidate:summer,summer,summer,summer,夏天；夏季,summer,20,yes,exact-single,1,KV000170,夏天,pending-sense-confirmation,no
candidate:summer holiday,summer holiday,summer holiday,summer holiday,暑假,summer holiday,3,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:summer olympics,summer olympics,summer olympics,Summer Olympics,夏季奥运会,summer olympics,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:summer palace,summer palace,summer palace,Summer Palace,颐和园,summer palace,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:summer vacation,summer vacation,summer vacation,summer vacation,暑假,summer vacation,1,yes,exact-single,1,KV000484,暑假,pending-sense-confirmation,no
candidate:sun,sun,sun,sun,太阳,sun,17,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sun moon lake,sun moon lake,sun moon lake,Sun Moon Lake,日月潭,sun moon lake,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sunday,sunday,sunday,Sunday,星期日,sunday,21,yes,exact-single,1,KV000200,星期日,pending-sense-confirmation,no
candidate:sunglasses,sunglasses,sunglasses,sunglasses,太阳镜；墨镜,sunglasses,5,yes,exact-single,1,KV000875,太阳镜；墨镜,pending-sense-confirmation,no
candidate:sunny,sunny,sunny,sunny,晴朗的；阳光充足的,sunny,21,yes,exact-single,1,KV000164,晴朗的；阳光充足的,pending-sense-confirmation,no
candidate:sunrise,sunrise,sunrise,sunrise,日出,sunrise,2,yes,exact-single,1,KV000710,日出,pending-sense-confirmation,no
candidate:sunshine,sunshine,sunshine,sunshine,阳光,sunshine,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:super,super,super,super,极好的；很棒的,super,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:supermarket,supermarket,supermarket,supermarket,超市,supermarket,21,yes,exact-single,1,KV000130,超市,pending-sense-confirmation,no
candidate:supersonic,supersonic,supersonic,supersonic,超音速的,supersonic,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:superstar,superstar,superstar,superstar,超级明星；巨星,superstar,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:supper,supper,supper,supper,晚餐；晚饭,supper,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sure,sure,sure,sure,确信的；确定的,sure,15,yes,exact-single,1,KV000075,当然；可以,pending-sense-confirmation,no
candidate:surf,surf,surf,surf,浏览网络；上网,surf,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:surprise,surprise,surprise,surprise,惊喜；惊讶,surprise,5,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:surprised,surprised,surprised,surprised,惊讶的,surprised,4,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sushi,sushi,sushi,sushi,寿司,sushi,3,yes,exact-single,1,KV001043,寿司,pending-sense-confirmation,no
candidate:swan,swan,swan,swan,天鹅,swan,3,yes,exact-single,1,KV000795,天鹅,pending-sense-confirmation,no
candidate:sweater,sweater,sweater,sweater,毛衣；针织衫,sweater,21,yes,exact-single,1,KV000257,毛衣,pending-sense-confirmation,no
candidate:sweatpants,sweatpants,sweatpants,sweatpants,运动裤；宽松长运动裤,sweatpants,1,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sweep,sweep,sweep,sweep,扫；打扫,sweep,3,yes,exact-single,1,KV000808,扫,pending-sense-confirmation,no
candidate:sweep the floor,sweep the floor,sweep the floor,sweep the floor,扫地,sweep the floor,3,yes,exact-single,1,KV000577,扫地,pending-sense-confirmation,no
candidate:sweet,sweet,sweet,sweet,甜的,sweet,14,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sweet potato,sweet potato,sweet potato,sweet potato,红薯；甘薯,sweet potato,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:sweets,sweets,sweets,sweets,糖果；甜食,sweets,2,yes,no-existing-match,0,,,pending-new-identity-review,no
candidate:swim,swim,swim,swim,游泳,swam|swim,31,yes,exact-single,1,KV000157,游泳,pending-sense-confirmation,no
