Word,PromptHint,NoteID,CanonicalWord,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,LearnerLevel,LearningOrder,Sources,SourceBooks,Tags
window,,KV000845,window,[ˈwɪndəʊ],[ˈwɪndoʊ],窗,Please open the window.,请打开窗户。,4,126,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
understand,,KV000846,understand,[ˌʌndəˈstænd],[ˌʌndərˈstænd],懂；理解,I understand this word.,我理解这个单词。,4,129,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
wall,,KV000847,wall,[wɔːl],[wɔːl],墙；壁,There is a picture on the wall.,墙上有一幅画。,4,130,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
newspaper,,KV000848,newspaper,[ˈnjuːzpeɪpə(r)],[ˈnuːzpeɪpər],报纸,My grandpa reads the newspaper.,我爷爷看报纸。,4,131,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
hand out,,KV000849,hand out,[ˌhænd ˈaʊt],[ˌhænd ˈaʊt],分发,Please hand out the books.,请把书分发下去。,4,132,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
workbook,,KV000850,workbook,[ˈwɜːkbʊk],[ˈwɜːrkbʊk],练习册；作业本,Open your workbook please.,请打开你的练习册。,4,133,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
watch,,KV000851,watch,[wɒtʃ],[wɑːtʃ],看,I watch TV after school.,我放学后看电视。,4,134,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
TV,,KV000852,TV,[ˌtiː ˈviː],[ˌtiː ˈviː],电视,We watch TV in the living room.,我们在客厅看电视。,4,135,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
homework,,KV000853,homework,[ˈhəʊmwɜːk],[ˈhoʊmwɜːrk],家庭作业,I do my homework after school.,我放学后做家庭作业。,4,136,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
word,,KV000854,word,[wɜːd],[wɜːrd],言语；单词；字,I know this word.,我认识这个单词。,4,142,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
wash,,KV000855,wash,[wɒʃ],[wɑːʃ],洗,I wash my hands before dinner.,我晚饭前洗手。,4,143,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
loud,,KV000856,loud,[laʊd],[laʊd],说话太大声的；吵闹的,The music is too loud.,音乐声音太大了。,4,145,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
sleep,,KV000857,sleep,[sliːp],[sliːp],睡觉,I sleep in my bedroom.,我在我的卧室睡觉。,4,146,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
think,,KV000858,think,[θɪŋk],[θɪŋk],想；思考,I think this book is good.,我觉得这本书很好。,4,151,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
work,,KV000859,work,[wɜːk],[wɜːrk],做（某事）；工作,My parents work hard.,我的父母努力工作。,4,152,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
hard,,KV000860,hard,[hɑːd],[hɑːrd],努力地；费力地,She works hard every day.,她每天都努力工作。,4,153,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
follow,,KV000861,follow,[ˈfɒləʊ],[ˈfɑːloʊ],听从；遵循,Please follow this rule.,请遵守这条规则。,4,154,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
feel,,KV000862,feel,[fiːl],[fiːl],觉得；感到,I feel tired today.,我今天觉得很累。,4,155,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
over,结束,KV000863,over,[ˈəʊvə(r)],[ˈoʊvər],结束（的）,Class is over.,下课了。,4,156,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
kid,,KV000864,kid,[kɪd],[kɪd],小孩,That kid is my friend.,那个小孩是我的朋友。,4,157,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
dinner,,KV000865,dinner,[ˈdɪnə(r)],[ˈdɪnər],正餐,We have dinner at six.,我们六点吃晚饭。,4,158,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
lunch,,KV000866,lunch,[lʌntʃ],[lʌntʃ],午餐,I have lunch at school.,我在学校吃午餐。,4,160,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
minute,,KV000867,minute,[ˈmɪnɪt],[ˈmɪnɪt],分钟,Wait a minute please.,请等一分钟。,4,169,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
pair,,KV000868,pair,[peə(r)],[per],一条，一副,This pair of trousers is new.,这条裤子是新的。,4,171,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
clothes,,KV000869,clothes,[kləʊðz],[kloʊðz],衣服；服装,These clothes are mine.,这些衣服是我的。,4,172,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
those,,KV000870,those,[ðəʊz],[ðoʊz],那些,Those are my shoes.,那些是我的鞋。,4,173,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
expensive,,KV000871,expensive,[ɪkˈspensɪv],[ɪkˈspensɪv],昂贵的；价格高的,This jacket is too expensive.,这件夹克太贵了。,4,178,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
take,,KV000872,take,[teɪk],[teɪk],买下,I will take this jacket.,我要买这件夹克。,4,179,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
cheap,,KV000873,cheap,[tʃiːp],[tʃiːp],便宜的,These shoes are cheap.,这些鞋很便宜。,4,180,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
hat,,KV000874,hat,[hæt],[hæt],帽子,This hat is too big.,这顶帽子太大了。,4,183,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
sunglasses,,KV000875,sunglasses,[ˈsʌnɡlɑːsɪz],[ˈsʌnɡlæsɪz],太阳镜；墨镜,I wear sunglasses in summer.,我夏天戴太阳镜。,4,184,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
free,,KV000876,free,[friː],[friː],免费的,The water is free.,这水是免费的。,4,185,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
large,,KV000877,large,[lɑːdʒ],[lɑːrdʒ],大型号的,This T-shirt is too large for me.,这件T恤衫对我来说太大了。,4,186,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
size,,KV000878,size,[saɪz],[saɪz],尺码；号,What size do you wear?,你穿多大尺码？,4,187,rj_start1,rj_start1::klose-current::4年级下,learner::klose::level::4 learner::klose::released learning::klose::grade4 source::rj_start1 source::rj_start1::edition::klose-current source::rj_start1::edition::klose-current::grade::4 source::rj_start1::edition::klose-current::grade::4::下 stage::grade4-current
