MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,Contexts,RiskSignals,CandidateType,CandidateRoute,ProposedObjectDecision,ResolutionStatus,Confidence,TargetReference,ResolutionBasis,Rationale,KloseMergeAuthorized
volunteer,volunteer,n. 志愿者;志愿兵 adj. 志愿的 vt. 自愿 vi. 自愿,6年级下,1,6年级下@r17: [Lake Ontario / stadium / <volunteer> / sandwich / top],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,held-source-context-required,model-reviewed,medium,,model-single-token-insufficient-source-context,The neighborhood does not establish noun '志愿者' versus verb/adjective volunteer usage as the intended learning unit.,no
wait for,wait for,na. 等;等待,4年级上,1,4年级上@r87: [run down the stairs / sidewalk / <wait for> / safe / stop],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wake up,wake up,na. 同“wake”;叫醒;醒来;振作起来,3年级下,1,3年级下@r35: [really / tomorrow / <wake up> / be back / play football],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
walking the dog,walking the dog,无,3年级下,1,3年级下@r62: [sister / cooking dinner / <walking the dog> / watering the plants / cleaning the room],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wardrobe,wardrobe,n. 衣柜;行头;全部戏装,6年级下,1,6年级下@r9: [arrive / meet / <wardrobe> / show ... around / Queen's Park],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
was born,was born,出生;出生於;出生于,5年级下,1,5年级下@r86: [French fries / were / <was born> / started to speak / learned to walk],multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
wash clothes,wash clothes,洗衣服;爱洗衣服的小羊;清洗衣物,5年级上,1,5年级上@r64: [make the bed / take out the rubbish / <wash clothes> / tidy the desk / sweep the floor],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
washed clothes,washed clothes,无,5年级下,1,5年级下@r67: [played the piano / played chess / <washed clothes> / boring / badminton],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
washington d.c.,Washington D.C.,华盛顿;华盛顿哥伦比亚特区;华盛顿特区,6年级上,1,6年级上@r27: [Toronto / Sydney / <Washington D.C.> / the British Museum / the CN Tower],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
watched tv,watched TV,无,5年级下,1,5年级下@r56: [flower show / cleaned the window / <watched TV> / climbed a hill / visited grandparents],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
watching tv,watching TV,看电视;正在看电视;他在看电视,3年级下,1,3年级下@r66: [cleaning the room / listening to music / <watching TV> / feeding the fish / play with],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
water bottle,water bottle,un. 水壶;采水瓶;采水器;采水样器,3年级下,1,3年级下@r50: [beautiful / lost / <water bottle> / know / ok],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
watering the plants,watering the plants,无,3年级下,1,3年级下@r63: [cooking dinner / walking the dog / <watering the plants> / cleaning the room / listening to music],missing-or-empty-gloss|multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wear,wear,n. 衣物;磨损;耐久性 v. 穿着;用旧;耗损;面露,3年级上,1,3年级上@r80: [trousers / should / <wear> / week / soon],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
wear glasses,wear glasses,戴眼镜;戴着眼镜;带着眼镜,5年级上,1,5年级上@r19: [forget / with / <wear glasses> / slim / curly],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
went to kindergarten,went to kindergarten,无,5年级下,1,5年级下@r90: [learned to walk / learned to ride a bike / <went to kindergarten> / went to school / learned to swim],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
went to school,went to school,"vbl.到校上课,开始求学",5年级下,1,5年级下@r91: [learned to ride a bike / went to kindergarten / <went to school> / learned to swim / fifteenth],multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
went to the beach,went to the beach,无,5年级下,1,5年级下@r71: [badminton / won / <went to the beach> / drank cold drinks / swam],missing-or-empty-gloss|multiword-surface|inflected-event-chunk,expression-or-chunk-review,expression-routing-review,route-source-chunk-no-vocabulary-identity,rule-reviewed,high,,inflected-or-gerund-source-chunk,Inflected/event chunk remains preserved as Source Fact but is not treated as a standalone Vocabulary learning unit.,no
were,were,"v. 是,在(are的过去式)",5年级下,1,5年级下@r85: [left / French fries / <were> / was born / started to speak],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
west lake,West Lake,西湖;杭州西湖;浙江杭州,4年级下,1,4年级下@r49: [eat seafood / visit the Mogao Caves / <West Lake> / row a boat / the Great Wall],multiword-surface,multiword-lexical-review,vocabulary-vs-expression-review,pending-vocabulary-phrase-sense-review,pending,,,multiword-lexical-unit-review,Potential lexical phrase/proper-name learning unit; confirm that it is a stable Vocabulary unit rather than a compositional/source-only chunk.,no
wet,wet,n. 雨天;湿气 adj. [气象][物] 潮湿的;有雨的 vt. 弄湿 vi. 变湿,5年级下,1,5年级下@r102: [into / chopsticks / <wet>],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,湿的；潮湿的,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
whale,whale,n. 鲸;巨大的东西 vt. 猛揍;使惨败 vi. 捕鲸,6年级上,1,6年级上@r48: [penguin / shark / <whale> / kind / metre],multi-pos-gloss,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,model-reviewed,high,鲸；鲸鱼,model-single-token-source-neighborhood-review,"The Renjiao neighborhood supports one elementary target sense despite broad dictionary POS/gloss noise. This remains a provisional Stage-A learning-unit decision, not stable ThirdPartyID minting.",no
what about ...?,What about ...?,un. 不;...怎样,4年级上,1,4年级上@r7: [jumping rope / ping-pong / <What about ...?> / interesting / often],multiword-surface|sentence-punctuation,expression-or-chunk-review,expression-routing-review,route-expression-candidate,rule-reviewed,high,,punctuated-communicative-item,Punctuated communicative item belongs in Expression candidate routing rather than isolated Vocabulary identity minting.,no
who,who,pron. 谁;什么人,2年级上,1,2年级上@r8: [grandmother / grandfather / <who> / he / she],none-detected,single-token-lexical-review,vocabulary-identity-review,new-vocabulary-learning-unit-candidate,rule-reviewed,high,,single-token-no-detected-sense-risk,"Unique single-token lexical surface with no detected within-source repetition, multi-POS, form, or missing-gloss risk. This is provisional Stage-A candidacy, not stable identity minting.",no
