Word,British,American,MeaningPrimary,ExampleSentence,ExampleTranslation,MeaningRaw,MeaningStatus,FirstBook,Grade,Semester,Books,SourceFiles,Tags
scientist,[ˈsaɪəntɪst],[ˈsaɪəntɪst],科学家,The scientist studies animals.,这位科学家研究动物。,n. 科学家,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
poet,[ˈpəʊɪt],[ˈpoʊət],诗人,The poet wrote many poems.,这位诗人写了很多诗。,n. 诗人,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
writer,[ˈraɪtə(r)],[ˈraɪtər],作家,The writer wrote this story.,这位作家写了这个故事。,n. 作家；作者,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
American,[əˈmerɪkən],[əˈmerɪkən],美国的；美国人,He is an American writer.,他是一位美国作家。,"n. 美国人，美洲人；美国英语
adj. 美国的，美洲的；地道美国式的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
Danish,[ˈdeɪnɪʃ],[ˈdeɪnɪʃ],丹麦的；丹麦语,He was a Danish writer.,他是一位丹麦作家。,"n. 丹麦语
adj. 丹麦的；丹麦人的；丹麦语（文）的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
poem,[ˈpəʊɪm],[ˈpoʊəm],诗,We read a poem in class.,我们在课堂上读了一首诗。,n. 诗,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
invention,[ɪnˈvenʃn],[ɪnˈvenʃn],发明；发明物,This invention changed people's lives.,这项发明改变了人们的生活。,n. 发明；发明物；虚构；发明才能,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
invent,[ɪnˈvent],[ɪnˈvent],发明,Who invented this machine?,谁发明了这台机器？,vt. 发明；创造；虚构,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
story,[ˈstɔːri],[ˈstɔːri],故事,This story is very interesting.,这个故事很有趣。,"n. 故事；小说；新闻报道；来历；假话
vt. 用历史故事画装饰
vi. 说谎",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
university,[ˌjuːnɪˈvɜːsəti],[ˌjuːnɪˈvɜːrsəti],大学,She studied at a famous university.,她在一所著名大学学习。,n. 大学；综合性大学；大学校舍,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
deaf,[def],[def],聋的；失聪的,The girl became deaf when she was young.,这个女孩小时候失聪了。,adj. 聋的,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
blind,[blaɪnd],[blaɪnd],盲的；失明的,He is blind but very independent.,他虽然失明但很独立。,"n. 掩饰，借口；百叶窗
adj. 盲目的；瞎的
vt. 使失明；使失去理智
adv. 盲目地；看不见地",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
fall,[fɔːl],[fɔːl],落下；跌倒,Leaves fall in autumn.,树叶在秋天落下。,"n. 下降；秋天；瀑布
adj. 秋天的
vi. 落下；变成；来临；减弱
vt. 砍倒；击倒",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
dumpling,[ˈdʌmplɪŋ],[ˈdʌmplɪŋ],饺子,We eat dumplings at Spring Festival.,我们春节吃饺子。,n. 饺子，汤团；面团布丁,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
ice lantern,,,冰灯,We saw beautiful ice lanterns.,我们看到了漂亮的冰灯。,无,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
bring,[brɪŋ],[brɪŋ],带来,Please bring your book tomorrow.,请明天带上你的书。,vt. 带来；促使；引起；使某人处于某种情况或境地,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
be afraid of,,,害怕,I am not afraid of dogs.,我不怕狗。,na. 怕,curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
hear,[hɪə(r)],[hɪr],听见；听到,I can hear the birds.,我能听见鸟叫。,"vi. 听；听见
vt. 听到，听；听说；审理",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
pen pal,[ˈpen pæl],[ˈpen pæl],笔友,My pen pal lives in Canada.,我的笔友住在加拿大。,"abbr. (=pen-friend)
n. 笔友",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
broken,[ˈbrəʊkən],[ˈbroʊkən],坏的；破损的,My pen is broken.,我的钢笔坏了。,"v. 折断；打碎；损坏（break的过去分词）
adj. 破碎的；坏掉的",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
pity,[ˈpɪti],[ˈpɪti],遗憾；可惜,What a pity!,真遗憾！,"n. 怜悯，同情；遗憾
vt. 对……表示怜悯；对……感到同情",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
prize,[praɪz],[praɪz],奖品；奖项,She won first prize.,她获得了一等奖。,"n. 奖品；奖赏；战利品
adj. 获奖的
vt. 珍视；捕获；估价",curated,6年级上,6,上,6年级上,人教版一年级起点六年级上.xlsx,rj_start1 grade::6 semester::上 appears::6年级上
live,[lɪv; laɪv],[lɪv; laɪv],居住；生活,I live in a big city.,我住在一座大城市里。,"adj. 活的；生动的；实况转播的；精力充沛的
vt. 经历；度过
vi. 活；居住；生存",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
quite,[kwaɪt],[kwaɪt],很；相当,The city is quite beautiful.,这座城市相当漂亮。,adv. 很；相当；完全,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
scarf,[skɑːf],[skɑːrf],围巾,I wear a scarf in winter.,我冬天戴围巾。,"n. 围巾；嵌接，嵌接处；头巾领巾
vt. 披嵌接；用围巾围",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
airport,[ˈeəpɔːt],[ˈerpɔːrt],机场,We arrived at the airport early.,我们很早到达机场。,n. 机场；航空站,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
pupil,[ˈpjuːp(ə)l],[ˈpjuːpl],小学生；学生,He is a primary school pupil.,他是一名小学生。,n. 学生；[解剖] 瞳孔；未成年人,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
arrive,[əˈraɪv],[əˈraɪv],到达,We arrived in Toronto yesterday.,我们昨天到达多伦多。,vi. 到达；成功；达成；出生,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
meet,[miːt],[miːt],见面；遇见,I met my pen pal at the airport.,我在机场见到了笔友。,"vt. 满足；遇见；对付
vi. 相遇；接触
n. 集会
adj. 合适的；适宜的",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
wardrobe,[ˈwɔːdrəʊb],[ˈwɔːrdroʊb],衣柜,My clothes are in the wardrobe.,我的衣服在衣柜里。,n. 衣柜；行头；全部戏装,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
show ... around,,,带……参观,I will show you around our school.,我会带你参观我们的学校。,v. 带…参观,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
Queen's Park,,,皇后公园,We visited Queen's Park yesterday.,我们昨天参观了皇后公园。,皇后公园；女王公园；女王公园酒店,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
art gallery,,,美术馆,We saw many paintings at the art gallery.,我们在美术馆看到了许多画。,n. 美术馆；艺术展览馆,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
public library,,,公共图书馆,We read books at the public library.,我们在公共图书馆看书。,na. 公立[公共]图书馆,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
downtown,[ˌdaʊnˈtaʊn],[ˌdaʊnˈtaʊn],市中心；在市中心,We took the subway downtown.,我们乘地铁去了市中心。,"n. 市中心区；三分线以外
adj. 市中心的
adv. 往闹市区；在市区",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
Lake Ontario,,,安大略湖,Toronto is beside Lake Ontario.,多伦多在安大略湖畔。,n. 安大略湖,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
stadium,[ˈsteɪdiəm],[ˈsteɪdiəm],体育场,We watched a game at the stadium.,我们在体育场看了一场比赛。,n. 体育场；露天大型运动场,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
volunteer,[ˌvɒlənˈtɪə(r)],[ˌvɑːlənˈtɪr],志愿者；志愿服务,I want to be a volunteer.,我想成为一名志愿者。,"n. 志愿者；志愿兵
adj. 志愿的
vt. 自愿
vi. 自愿",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
sandwich,[ˈsænwɪtʃ; ˈsænwɪdʒ],[ˈsænwɪtʃ; ˈsænwɪdʒ],三明治,I had a sandwich for lunch.,我午饭吃了一个三明治。,"n. 三明治；夹心面包
vt. 夹入；挤进；把...做成三明治",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
top,[tɒp],[tɑːp],顶部；顶端,We went to the top of the tower.,我们去了塔顶。,"n. 顶部，顶端；上部；首席；陀螺
adj. 最高的，顶上的；头等的
vt. 超越，超过；给…加盖；达到…的顶端
vi. 高出，超越；结束；达到顶点",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
habit,[ˈhæbɪt],[ˈhæbɪt],习惯,Reading every day is a good habit.,每天阅读是一个好习惯。,"n. 习惯，习性；嗜好
vt. 使穿衣",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
idea,[aɪˈdɪə],[aɪˈdiːə],想法；主意,That is a good idea.,那是个好主意。,n. 想法；主意；概念,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
less,[les],[les],更少的；较少,We should eat less candy.,我们应该少吃糖果。,"adv. 较少地；较小地；更小地
adj. 较少的；较小的
prep. 减去
n. 较少；较小",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
at least,,,至少,I read for at least twenty minutes.,我至少阅读二十分钟。,na. 至少,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
talk about,,,谈论；讨论,We talked about healthy habits.,我们讨论了健康习惯。,na. 讲(某事),curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
hockey,[ˈhɒki],[ˈhɑːki],冰球；曲棍球,Hockey is popular in Canada.,冰球在加拿大很受欢迎。,n. 曲棍球；冰球,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
beaver,[ˈbiːvə(r)],[ˈbiːvər],海狸,The beaver lives near water.,海狸生活在水边。,n. 海狸；海狸皮毛,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
raccoon,[rəˈkuːn],[ræˈkuːn],浣熊,A raccoon has a black mask.,浣熊脸上有黑色的斑纹。,n. 浣熊；浣熊毛皮,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
moose,[muːs],[muːs],驼鹿,A moose is a large animal.,驼鹿是一种大型动物。,"n. [脊椎] 驼鹿；麋
[ 复数 moose ]",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
countryside,[ˈkʌntrisaɪd],[ˈkʌntrisaɪd],乡村；农村,My grandparents live in the countryside.,我的祖父母住在乡下。,n. 农村，乡下；乡下的全体居民,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
Thanksgiving,,,感恩节,Families eat together at Thanksgiving.,家人们在感恩节一起吃饭。,n. 感恩,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
roast turkey,,,烤火鸡,We had roast turkey for dinner.,我们晚饭吃了烤火鸡。,n. 【食】烤火鸡,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
squirrel,[ˈskwɪrəl],[ˈskwɜːrəl],松鼠,A squirrel can climb trees.,松鼠会爬树。,"n. 松鼠；松鼠毛皮
vt. 贮藏",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
swan,[swɒn],[swɑːn],天鹅,The swan is swimming on the lake.,天鹅正在湖上游泳。,"n. 天鹅；天鹅星座
vi. 游荡，闲荡",curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
wild goose,,,大雁；野雁,Wild geese fly south in autumn.,大雁秋天向南飞。,na. 【鸟】雁,curated,6年级下,6,下,6年级下,人教版一年级起点六年级下.xlsx,rj_start1 grade::6 semester::下 appears::6年级下
